.045 .015
7
"THE YELLOW ROSE OF TEXAS" HITS CHARTS.
0 0 0 1
AFL AND CIO MERGE.
-.02 -.01 0 1
ALBERT EINSTEIN DIES.
0 0 0 1
TONY TRABERT WINS MEN'S TENNIS SINGLES CHAMPIONSHIP.
0 0 0 1
COMMERCIAL TV BEGINS IN BRITAIN.
0 0 0 1
"MARTY" WINS OSCAR.
0 0 0 1
EISENHOWER REQUESTS AUTHORITY TO COMMIT FORCES TO DEFEND FORMOSA.
-.01 0 -.02 1
7
WEST GERMANY JOINS NATO ALLIANCE.
0 0 .01 1
ULTRA HIGH FREQUENCY WAVES PRODUCED AT M.I.T.
0 0 0 1
EARTH SATELLITES TO BE LAUNCHED BY U.S. AND RUSSIA BY 1958.
0 0 -.02 1
"NASHUA" WINS PREAKNESS STAKES.
0 0 0 1
PERON RESIGNS ARGENTINE PRESIDENCY.
0 0 .01 1
FTC & SEC REPORT MANUFACTURING PROFITS BEFORE TAXES AT RECORD $7.4 BIL.
0 .01 0 1
3RD QTR. GNP ESTIMATED UP $7.2 BILLION.
-.01 .02 0 1
