.09 .06
12
TERRORIST BOMB EXPLODES IN JERUSALEM SUPERMARKET.
0 0 -.02 1
EISENHOWER DIES.
0 0 0 1
FIRST U.S. TROOPS LEAVE VIETNAM.
0 .01 .02 1
HUNDREDS OF THOUSANDS DEMONSTRATE AGAINST VIETNAM WAR.
0 0 .01 1
"MIDNIGHT COWBOY" WINS OSCAR.
0 0 0 1
SUPERSONIC PASSENGER JET IN TEST FLIGHTS.
0 .01 -.01 1
GENERAL MOTORS RECALLS ALMOST 5 MILLION CARS BECAUSE OF MECHANICAL DEFECTS.
0 -.01 0 1
INFLATION BECOMES WORLDWIDE PROBLEM.
-.03 -.01 0 1
TWO U.S. SOLDIERS TO STAND TRIAL FOR CIVILIAN MASSACRE IN VIETNAM.
0 0 .01 1
ROD LAVER WINS TENNIS GRAND SLAM.
0 0 0 1
PRIME RATE RAISED -- ECONOMY EXPECTED TO COOL.
-.01 -.01 0 1
FRENCH FRANC DEVALUED 11%.
-.01 0 -.01 1
11
NIXON TOURS WESTERN EUROPE.
0 .01 .02 1
NIXON MEETS WITH SOUTH VIETNAMESE PRESIDENT ON MIDWAY ISLAND.
.01 0 .02 1
HEAVY FIGHTING CONTINUES IN VIETNAM.
-.03 -.02 -.01 1
DUKE ELLINGTON CELEBRATES 70TH BIRTHDAY; RECEIVES MEDAL OF FREEDOM AWARD.
0 0 0 1
U.S. ASTRONAUTS WALK ON MOON.
-.01 .01 0 1
SOVIET TEAM WINS 18TH CHESS OLYMPIAD.
0 0 0 1
WORLD POPULATION GROWING BY ABOUT 2% YEARLY.
0 0 0 1
"AQUARIUS" ON SONG CHARTS.
0 0 0 1
7% INVESTMENT TAX CREDIT REPEALED
.01 -.02 0 1
NIXON AIDS PREDICT LONG SPELL OF MONETARY AND FISCAL POLICIES.
-.02 -.01 0 1
PRESIDENT NIXON CALLS FOR $3.5 BILLION SPENDING CUT.
-.01 -.01 0 1
